survey_year,extract_folder,file_name,module_code,module_stub,core_domain,variable_name,variable_label,storage_class,non_missing_share,years_present,present_all_5y_in_domain
2021,20220105,uzb_hbs_2021_20220105_m00_weight.dta,m00,m00_weight,weights,province,2a Province,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight.dta,m00,m00_weight,weights,mahalla,2b District-Mahalla,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight.dta,m00,m00_weight,weights,hy,NA,numeric,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m00_weight.dta,m00,m00_weight,weights,urban,Urban/Rural,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight.dta,m00,m00_weight,weights,strata,NA,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight.dta,m00,m00_weight,weights,popw,Population weight,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight.dta,m00,m00_weight,weights,indw,NA,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight.dta,m00,m00_weight,weights,uwgt,NA,numeric,1,2,FALSE
2021,20220105,uzb_hbs_2021_20220105_m00_weight1.dta,m00,m00_weight1,weights,mahalla,Mahalla,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight1.dta,m00,m00_weight1,weights,province,Region/Oblast,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight1.dta,m00,m00_weight1,weights,urban,Urban/Rural,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight1.dta,m00,m00_weight1,weights,strata,NA,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight1.dta,m00,m00_weight1,weights,strat_pop,NA,numeric,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m00_weight1.dta,m00,m00_weight1,weights,popw,Population weight,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight1.dta,m00,m00_weight1,weights,hy,NA,numeric,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m00_weight2.dta,m00,m00_weight2,weights,mahalla,Mahalla,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight2.dta,m00,m00_weight2,weights,province,Region/Oblast,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight2.dta,m00,m00_weight2,weights,urban,Urban/Rural,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight2.dta,m00,m00_weight2,weights,strata,NA,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight2.dta,m00,m00_weight2,weights,strat_pop,NA,numeric,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m00_weight2.dta,m00,m00_weight2,weights,popw,Population weight,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m00_weight2.dta,m00,m00_weight2,weights,hy,NA,numeric,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,iid,Individual ID (Kobo),numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,sid,Submission ID (Kobo),numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,hhid,Household ID (Kobo),numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,fmid,Family Member ID,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,date,Submission Date,Date,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,province,2a Province,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,mahalla,2b District-Mahalla,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,icode,3 Interviewer Code,character,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,agreement,7 Do you agree to participate in the survey?,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,hhsize,"How many people live in this household, including you?",numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,gender,2 Gender of <NAME>,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,age,4 What is <NAME>'s age?,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,relationship,5 Relationship of <NAME> to head:,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,language_native,6a What is the native languages of <NAME>?,haven_labelled,0.710527769084918,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,language_second,6b What is the second languages that <NAME> has learnt?,haven_labelled,0.5058262614362241,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,language_third,6c What is the third languages that <NAME> has learnt?,haven_labelled,0.1747694346777608,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,marital_status,7 What is the present marital status of <NAME>?,haven_labelled,0.710527769084918,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,uuid,passport.uuid,character,1,4,FALSE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,m00uuid,m01_.name_.m00uuid,character,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m01_roster.dta,m01,m01_roster,roster,hy,NA,numeric,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,iid,Individual ID (Kobo),numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,sid,Submission ID (Kobo),numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,hhid,Household ID (Kobo),numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,fmid,Family Member ID,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,date,Submission Date,Date,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,province,2a Province,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,mahalla,2b District-Mahalla,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,icode,3 Interviewer Code,character,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,agreement,7 Do you agree to participate in the survey?,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,hhsize,"How many people live in this household, including you?",numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,gender,2 Gender of <NAME>,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,age,4 What is <NAME>'s age?,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,relationship,5 Relationship of <NAME> to head:,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,language_native,6a What is the native languages of <NAME>?,haven_labelled,0.710527769084918,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,language_second,6b What is the second languages that <NAME> has learnt?,haven_labelled,0.5058262614362241,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,language_third,6c What is the third languages that <NAME> has learnt?,haven_labelled,0.1747694346777608,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,marital_status,7 What is the present marital status of <NAME>?,haven_labelled,0.710527769084918,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,immig,"1 Prior to the current residence, has <NAME> ever lived in a different region in",numeric,0.710527769084918,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,immig_country,2a Which COUNTRY did <NAME> move from?,character,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,immig_province,2b Which REGION did <NAME> move from?,haven_labelled,0.020249249857334832,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,immig_district,2c Which DISTRICT did <NAME> move from?,character,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,immig_reason,3 Why did <NAME> move from <DISTRICT/REGION/COUNTRY> to here?,haven_labelled,0.025716547318815234,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,immig_year,4 In what year did <NAME> move to the current residence?,numeric,0.025716547318815234,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig,1 Is <NAME> currently not residing in the household because they are living and/,haven_labelled,0.710527769084918,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_return,2 Does <NAME> intend to return to live in the household?,numeric,0.034975977026305616,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_year,3 In what month and year did <NAME> leave the household?,numeric,0.034975977026305616,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_return_year,4 In what month and year does <NAME> intend to return to the household?,numeric,0.0346814424829262,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_country,5 What country does <NAME> currently live in?,character,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit,6 Did <NAME> remit money to this household at any point during the last 3 months,numeric,0.034975977026305616,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_val,7 What is the value of all remittances in cash (soums) that <NAME> sent during t,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use,8 What were these funds primarily used for?,character,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_food,8a The fund is primarily used for FOOD,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_educ,8b The fund is primarily used for EDUCATION,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_health,8c The fund is primarily used for HEALTH,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_savings,8d The fund is primarily used for SAVINGS,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_housing,8e The fund is primarily used for IMPROVING/BUYING HOUSING,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_travel,8f The fund is primarily used for TRAVEL/MIGRATION,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_recreation,8g The fund is primarily used for RECREATION,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_debt,8h The fund is primarily used for PAYING DEBT,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_wedding,8i The fund is primarily used for WEDDING,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_car,8j The fund is primarily used for BUYING A CAR,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_other,8z The fund is primarily used for OTHER USE,numeric,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_use_other_txt,"8z Please, specify other",character,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_remit_method,9 What was the main method <NAME> used to remit cash or in-kind over the last 3,haven_labelled,0.03035546637704103,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_work_legal,10 Is/Was <NAME> working abroad officially?,haven_labelled,0.03359534635421461,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_work_legally,11 Is/Was <NAME> working abroad officially?,haven_labelled,0.015683964434953887,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_work_agency,12 Did <NAME> go to work abroad throught the Agency of International Labor Migra,haven_labelled,0.03359534635421461,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,uuid,passport.uuid,character,1,4,FALSE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,m00uuid,m01_.name_.m00uuid,character,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,emig_work,14 Does <NAME> currently work abroad?,haven_labelled,0.01929201259135173,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m02_migration.dta,m02,m02_migration,migration,hy,NA,numeric,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,iid,Individual ID (Kobo),numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,sid,Submission ID (Kobo),numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,hhid,Household ID (Kobo),numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,fmid,Family Member ID,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,date,Submission Date,Date,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,province,2a Province,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,mahalla,2b District-Mahalla,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,icode,3 Interviewer Code,character,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,agreement,7 Do you agree to participate in the survey?,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,hhsize,"How many people live in this household, including you?",numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,gender,2 Gender of <NAME>,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,age,4 What is <NAME>'s age?,numeric,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,relationship,5 Relationship of <NAME> to head:,haven_labelled,1,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,language_native,6a What is the native languages of <NAME>?,haven_labelled,0.710527769084918,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,language_second,6b What is the second languages that <NAME> has learnt?,haven_labelled,0.5058262614362241,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,language_third,6c What is the third languages that <NAME> has learnt?,haven_labelled,0.1747694346777608,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,marital_status,7 What is the present marital status of <NAME>?,haven_labelled,0.710527769084918,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_highest,1 What is the highest diploma <NAME> has obtained? (do not include incomplete de,haven_labelled,0.7971393332474275,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_years,2 How many total years of formal education has <NAME> completed,numeric,0.7971393332474275,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_enrolled,3 Did <NAME> enroll in an educational institution in the latest academic year (2,haven_labelled,0.850302818327412,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_last_grade,4 In what grade was <NAME> enrolled in during the latest academic year (2020-202,haven_labelled,0.15910387865176812,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_public,5 Was this a public or private institution?,haven_labelled,0.15910387865176812,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_tuition,6 School fees and tuition (in soums)?,numeric,0.0525744159932257,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_uniform,7 School uniforms and footwear (just for pupils)(in soums),numeric,0.12545330707066987,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_textbook,8 Textbooks and other instruction materials  (in soums),numeric,0.12375973344623824,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_supply,"9 Educational supplies (pens, notebooks, etc.)   (in soums)",numeric,0.1387257699317048,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_meal,10 Meals and/or lodging?  (in soums),numeric,0.0582994311801631,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_equipment,"11 Building repair, purchase of educational  equipment and other similar expense",numeric,0.046113064447839774,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_gift,12 Gifts to teachers and administrators (in soums),numeric,0.053623695304014875,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_other,13 Other expenses (do not include tutoring expenses) (in soums),numeric,0.06391399591333322,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_total,14 Amount of costs for columns 6-13,numeric,0.03315354453914548,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_inkind,15a In the last academic year did your hh provide payments in-kind for <NAME>'s,numeric,0.15910387865176812,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_cost_service,15b In the last academic year did your hh provide payments in-kind for <NAME>'s,numeric,0.15910387865176812,5,TRUE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_tutor,15 Did <NAME> receive private tutoring during past three months? Include even if,haven_labelled,0.15910387865176812,4,FALSE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,edu_tutor_fee,16 How much did the household spend for this tutoring over the past 3 months (in,numeric,0.04813798943357326,4,FALSE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,uuid,passport.uuid,character,1,4,FALSE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,m00uuid,m01_.name_.m00uuid,character,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m03_education.dta,m03,m03_education,education,hy,NA,numeric,1,1,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,iid,Individual ID (Kobo),numeric,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,sid,Submission ID (Kobo),numeric,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,hhid,Household ID (Kobo),numeric,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,fmid,Family Member ID,numeric,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,date,Submission Date,Date,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,province,2a Province,haven_labelled,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,mahalla,2b District-Mahalla,numeric,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,icode,3 Interviewer Code,character,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,agreement,7 Do you agree to participate in the survey?,haven_labelled,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,hhsize,"How many people live in this household, including you?",numeric,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,gender,2 Gender of <NAME>,haven_labelled,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,age,4 What is <NAME>'s age?,numeric,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,relationship,5 Relationship of <NAME> to head:,haven_labelled,1,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,language_native,6a What is the native languages of <NAME>?,haven_labelled,0.710527769084918,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,language_second,6b What is the second languages that <NAME> has learnt?,haven_labelled,0.5058262614362241,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,language_third,6c What is the third languages that <NAME> has learnt?,haven_labelled,0.1747694346777608,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,marital_status,7 What is the present marital status of <NAME>?,haven_labelled,0.710527769084918,NA,FALSE
2021,20220105,uzb_hbs_2021_20220105_m04_health.dta,m04,m04_health,other,emig,1 Is <NAME> currently not residing in the household because they are living and/,haven_labelled,0.710527769084918,NA,FALSE
